question_id,question_category,method,run_number,duration_ms,tokens_in,tokens_out,cost_usd,cluster_id,profile_used,was_stale,was_downgraded,factsheet_version,was_new_session,response_length_chars,response_path,cache_creation_input_tokens,cache_read_input_tokens,reported_total_cost_usd,model,num_turns,error,quality_score,quality_notes
C2,C_open,direct_resume,2,95241,,,,,agent_readonly,,,,false,0,responses/direct_resume_C2_run2.txt,,,,,,"claude exited 1: {""type"":""system"",""subtype"":""hook_started"",""hook_id"":""733fb53a-ea15-4d3f-9f66-13fcc08b7d67"",""hook_name"":""SessionStart:resume"",""hook_event"":""SessionStart"",""uuid"":""ba75c035-0f53-41de-8397-b29e0c6480c3"",""session_id"":""f146380d-cb96-4de0-b997-bce707afd563""} {""type"":""system"",""subtype"":""hook_started"",""hook_id"":""fd9ed356-4b27-4625-8c86-556c2ee97a73"",""hook_name"":""SessionStart:resume"",""hook_event"":""SessionStart"",""uuid"":""01e78ede-4310-4dc6-99b3-5ed6d8d5c3f3"",""session_id"":""f146380d-cb96-4de0-b997-bce707afd563""} {""type"":""system"",""subtype"":""hook_response"",""hook_id"":""fd9ed356-4b27-4625-8c86-556c2ee97a73"",""hook_name"":""SessionStart:resume"",""hook_event"":""SessionStart"",""output"":"""",""stdout"":"""",""stderr"":"""",""exit_code"":0,""outcome"":""success"",""uuid"":""2beb2c2a-0845-4560-99e1-a3673617a869"",""session_id"":""f146380d-cb96-4de0-b997-bce707afd563""} {""type"":""system"",""subtype"":""hook_response"",""hook_id"":""733fb53a-ea15-4d3f-9f66-13fcc08b7d67"",""hook_name"":""SessionStart:resume"",""hook_event"":""SessionStart"",""output"":"""",""stdout"":"""",""stderr"":"""",""exit_code"":0,""outcome"":""success"",""uuid"":""648f6acd-f6a3-4ddd-b6f3-160e800723b7"",""session_id"":""f146380d-cb96-4de0-b997-bce707afd563""} {""type"":""system"",""subtype"":""init"",""cwd"":""/root/projects/AgentSessionRouter"",""session_id"":""1bc568d1-5a5f-4314-b4be-00aca006f5e1"",""tools"":[""Task"",""AskUserQuestion"",""Bash"",""CronCreate"",""CronDelete"",""CronList"",""Edit"",""EnterPlanMode"",""EnterWorktree"",""ExitPlanMode"",""ExitWorktree"",""Glob"",""Grep"",""ListMcpResourcesTool"",""NotebookEdit"",""Read"",""ReadMcpResourceTool"",""SendMessage"",""Skill"",""TaskOutput"",""TaskStop"",""TeamCreate"",""TeamDelete"",""TodoWrite"",""WebFetch"",""WebSearch"",""Write"",""mcp__context7__query-docs"",""mcp__context7__resolve-library-id"",""mcp__exa__company_research_exa"",""mcp__exa__crawling_exa"",""mcp__exa__deep_researcher_check"",""mcp__exa__deep_researcher_start"",""mcp__exa__get_code_context_exa"",""mcp__exa__people_search_exa"",""mcp__exa__web_search_advanced_exa"",""mcp__exa__web_search_exa"",""mcp__filesystem__create_directory"",""mcp__filesystem__directory_tree"",""mcp__filesystem__edit_file"",""mcp__filesystem__get_file_info"",""mcp__filesystem__list_allowed_directories"",""mcp__filesystem__list_directory"",""mcp__filesystem__list_directory_with_sizes"",""mcp__filesystem__move_file"",""mcp__filesystem__read_file"",""mcp__filesystem__read_media_file"",""mcp__filesystem__read_multiple_files"",""mcp__filesystem__read_text_file"",""mcp__filesystem__search_files"",""mcp__filesystem__write_file"",""mcp__magic__21st_magic_component_builder"",""mcp__magic__21st_magic_component_inspiration"",""mcp__magic__21st_magic_component_refiner"",""mcp__magic__logo_search""],""mcp_servers"":[{""name"":""magic"",""status"":""connected""},{""name"":""context7"",""status"":""connected""},{""name"":""filesystem"",""status"":""connected""},{""name"":""exa"",""status"":""connected""}],""model"":""MiniMax-M2.7"",""permissionMode"":""default"",""slash_commands"":[""update-config"",""debug"",""simplify"",""batch"",""loop"",""claude-api"",""seo-drift"",""gsd-validate-phase"",""agents-sdk"",""gsd-session-report"",""ultrawork"",""autopilot"",""seo-cluster"",""market-funnel"",""gsd-audit-milestone"",""gsd-insert-phase"",""gsd-set-profile"",""gsd-profile-user"",""gsd-research-phase"",""create-mcp-app"",""gsd-ship"",""gsd-spike"",""seo-backlinks"",""gsd-check-todos"",""sandbox-sdk"",""gsd-workstreams"",""remotion-best-practices"",""workers-best-practices"",""omc-teams"",""gsd-code-review-fix"",""gsd-resume-work"",""gsd-progress"",""seo-plan"",""gsd-spike-wrap-up"",""visual-verdict"",""gsd-plan-phase"",""omc-plan"",""market-social"",""gsd-fast"",""market-report"",""gsd-list-workspaces"",""gsd-analyze-dependencies"",""gsd-complete-milestone"",""writer-memory"",""gsd-list-phase-assumptions"",""market-brand"",""gsd-debug"",""hud"",""seo-geo"",""gsd-browser"",""gsd-plan-review-convergence"",""gsd-reapply-patches"",""ai-slop-cleaner"",""website-builder-setup"",""gsd-settings-integrations"",""seo-dataforseo"",""gsd-discuss-phase"",""gsd-ui-review"",""market-copy"",""wrangler"",""gsd-new-milestone"",""market"",""omc-doctor"",""gsd-new-project"",""seo-images"",""market-proposal"",""gsd-settings-advanced"",""gsd-settings"",""gsd-audit-fix"",""gsd-graphify"",""gsd-add-todo"",""market-report-pdf"",""sciomc"",""gsd-forensics"",""gsd-remove-workspace"",""gsd-thread"",""skill-creator"",""seo"",""gsd-stats"",""market-competitors"",""gsd-autonomous"",""seo-ecommerce"",""gsd-milestone-summary"",""external-context"",""durable-objects"",""gsd-cleanup"",""ralplan"",""web-perf"",""build-with-agent-team"",""market-seo"",""using-cloud-cli"",""gsd-inbox"",""gsd-plant-seed"",""gsd-pause-work"",""gsd-intel"",""3x-ui-setup"",""configure-notifications"",""gsd-do"",""gsd-ai-integration-phase"",""wiki"",""cloudflare"",""mcp-setup"",""gsd-review"",""market-landing"",""ralph"",""gsd-verify-work"",""team"",""seo-audit"",""ccg"",""gsd-pr-branch"",""ultraqa"",""market-launch"",""gsd-docs-update"",""ui-ux-pro-max"",""market-ads"",""seo-schema"",""setup"",""gsd-spec-phase"",""gsd-join-discord"",""gsd-ultraplan-phase"",""gsd-extract_learnings"",""seo-local"",""deep-dive"",""gsd-update"",""gsd-help"",""seo-sxo"",""omc-setup"",""seo-competitor-pages"",""deep-interview"",""gsd-secure-phase"",""seo-firecrawl"",""seo-programmatic"",""deepinit"",""gsd-ui-phase"",""gsd-review-backlog"",""project-session-manager"",""gsd-quick"",""seo-sitemap"",""gsd-add-tests"",""gsd-next"",""seo-hreflang"",""gsd-ingest-docs"",""gsd-from-gsd2"",""autoresearch"",""gsd-sketch-wrap-up"",""gsd-plan-milestone-gaps"",""gsd-undo"",""gsd-health"",""gsd-execute-phase"",""gsd-explore"",""gsd-audit-uat"",""gsd-sync-skills"",""higgsfield-image-gen"",""skill"",""seo-maps"",""gsd-add-backlog"",""seo-page"",""release"",""graphify"",""ask"",""gsd-eval-review"",""gcp-vpn-germany"",""find-skills"",""trace"",""gsd-sketch"",""cancel"",""self-improve"",""gsd-note"",""agent-development"",""gsd-add-phase"",""cloudflare-email-service"",""gsd-remove-phase"",""gsd-new-workspace"",""gsd-scan"",""seo-google"",""market-emails"",""seo-image-gen"",""gsd-map-codebase"",""seo-content"",""seo-technical"",""gsd-code-review"",""gsd-import"",""gsd-manager"",""market-audit"",""learner"",""website-builder-setup:website-builder-setup"",""compact"",""context"",""cost"",""heapdump"",""init"",""review"",""security-review"",""insights"",""mcp__exa__web_search_help""],""apiKeySource"":""none"",""claude_code_version"":""2.1.92"",""output_style"":""default"",""agents"":[""general-purpose"",""statusline-setup"",""Explore"",""Plan"",""gsd-debug-session-manager"",""critic"",""gsd-framework-selector"",""gsd-codebase-mapper"",""verifier"",""gsd-debugger"",""gsd-doc-classifier"",""scientist"",""code-reviewer"",""gsd-security-auditor"",""gsd-advisor-researcher"",""qa-tester"",""gsd-verifier"",""gsd-domain-researcher"",""analyst"",""gsd-nyquist-auditor"",""gsd-doc-verifier"",""gsd-pattern-mapper"",""gsd-code-fixer"",""security-reviewer"",""explore"",""gsd-ai-researcher"",""gsd-plan-checker"",""gsd-planner"",""document-specialist"",""gsd-ui-checker"",""writer"",""gsd-eval-auditor"",""planner"",""architect"",""gsd-integration-checker"",""gsd-roadmapper"",""gsd-user-profiler"",""gsd-ui-researcher"",""executor"",""gsd-research-synthesizer"",""gsd-doc-synthesizer"",""gsd-intel-updater"",""code-simplifier"",""gsd-phase-researcher"",""gsd-ui-auditor"",""test-engineer"",""gsd-project-researcher"",""gsd-doc-writer"",""tracer"",""gsd-code-reviewer"",""designer"",""gsd-eval-planner"",""git-master"",""debugger"",""gsd-executor"",""gsd-assumptions-analyzer""],""skills"":[""update-config"",""debug"",""simplify"",""batch"",""loop"",""claude-api"",""seo-drift"",""gsd-validate-phase"",""agents-sdk"",""gsd-session-report"",""ultrawork"",""autopilot"",""seo-cluster"",""gsd-audit-milestone"",""gsd-insert-phase"",""gsd-set-profile"",""gsd-profile-user"",""gsd-research-phase"",""gsd-ship"",""gsd-spike"",""seo-backlinks"",""gsd-check-todos"",""sandbox-sdk"",""gsd-workstreams"",""remotion-best-practices"",""workers-best-practices"",""omc-teams"",""gsd-code-review-fix"",""gsd-resume-work"",""gsd-progress"",""seo-plan"",""gsd-spike-wrap-up"",""visual-verdict"",""gsd-plan-phase"",""omc-plan"",""gsd-fast"",""gsd-list-workspaces"",""gsd-analyze-dependencies"",""gsd-complete-milestone"",""writer-memory"",""gsd-list-phase-assumptions"",""gsd-debug"",""hud"",""seo-geo"",""gsd-browser"",""gsd-plan-review-convergence"",""gsd-reapply-patches"",""ai-slop-cleaner"",""website-builder-setup"",""gsd-settings-integrations"",""seo-dataforseo"",""gsd-discuss-phase"",""gsd-ui-review"",""wrangler"",""gsd-new-milestone"",""omc-doctor"",""gsd-new-project"",""seo-images"",""gsd-settings-advanced"",""gsd-settings"",""gsd-audit-fix"",""gsd-graphify"",""gsd-add-todo"",""sciomc"",""gsd-forensics"",""gsd-remove-workspace"",""gsd-thread"",""skill-creator"",""seo"",""gsd-stats"",""gsd-autonomous"",""seo-ecommerce"",""gsd-milestone-summary"",""external-context"",""durable-objects"",""gsd-cleanup"",""ralplan"",""web-perf"",""build-with-agent-team"",""using-cloud-cli"",""gsd-inbox"",""gsd-plant-seed"",""gsd-pause-work"",""gsd-intel"",""3x-ui-setup"",""configure-notifications"",""gsd-do"",""gsd-ai-integration-phase"",""wiki"",""cloudflare"",""mcp-setup"",""gsd-review"",""ralph"",""gsd-verify-work"",""team"",""seo-audit"",""ccg"",""gsd-pr-branch"",""ultraqa"",""gsd-docs-update"",""ui-ux-pro-max"",""seo-schema"",""setup"",""gsd-spec-phase"",""gsd-join-discord"",""gsd-ultraplan-phase"",""gsd-extract_learnings"",""seo-local"",""deep-dive"",""gsd-update"",""gsd-help"",""seo-sxo"",""omc-setup"",""seo-competitor-pages"",""deep-interview"",""gsd-secure-phase"",""seo-firecrawl"",""seo-programmatic"",""deepinit"",""gsd-ui-phase"",""gsd-review-backlog"",""project-session-manager"",""gsd-quick"",""seo-sitemap"",""gsd-add-tests"",""gsd-next"",""seo-hreflang"",""gsd-ingest-docs"",""gsd-from-gsd2"",""autoresearch"",""gsd-sketch-wrap-up"",""gsd-plan-milestone-gaps"",""gsd-undo"",""gsd-health"",""gsd-execute-phase"",""gsd-explore"",""gsd-audit-uat"",""gsd-sync-skills"",""higgsfield-image-gen"",""skill"",""seo-maps"",""gsd-add-backlog"",""seo-page"",""release"",""graphify"",""ask"",""gsd-eval-review"",""gcp-vpn-germany"",""find-skills"",""trace"",""gsd-sketch"",""cancel"",""self-improve"",""gsd-note"",""agent-development"",""gsd-add-phase"",""cloudflare-email-service"",""gsd-remove-phase"",""gsd-new-workspace"",""gsd-scan"",""seo-google"",""seo-image-gen"",""gsd-map-codebase"",""seo-content"",""seo-technical"",""gsd-code-review"",""gsd-import"",""gsd-manager"",""learner""],""plugins"":[],""uuid"":""836fce2d-28ec-4db1-be04-823857d6c732"",""fast_mode_state"":""off""} {""type"":""assistant"",""message"":{""id"":""06561dfedd75a1b31cd74ef5b57f3712"",""type"":""message"",""role"":""assistant"",""content"":[{""type"":""thinking"",""thinking"":""The user is asking about an untested failure mode of `--bare --tools \""\""` in the AgentSessionRouter codebase. Let me think about this based on what I've read.\n\nKey things I've noticed:\n\n1. The probe (`src/profiles.ts:102-127`) sends `\""Return exactly: PROFILE_OK\""` — a trivial 26-byte prompt\n2. The actual `cluster_consult` (`src/clusterConsult.ts:93-98`) uses both `appendSystemPrompt` with a full factsheet JSON that could be 5-15 KB\n3. The tests in `tests/profiles.test.ts` only test the mock — they don't test real CLI behavior with large prompts\n\n\n4. The bare mode is documented to potentially fail on machines where it can't authenticate, but the probe only covers trivial prompts, not realistic load\n\nSo the real gap is that `--bare` combined with `--append-system-prompt` might expose authentication or rate-limiting issues that only surface under realistic prompt sizes. I should look for where we could add load testing or test with actual large append prompts to catch these divergence failures."",""signature"":""b9fe386696e5b552b8fe699c743b9b958bed0257cf0ab2a9f5a8bd2b99ed23fe""}],""model"":""MiniMax-M2.7"",""stop_reason"":null,""stop_sequence"":null,""usage"":{""input_tokens"":187,""output_tokens"":0,""cache_creation_input_tokens"":131073,""cache_read_input_tokens"":0},""service_tier"":""standard"",""context_management"":null},""parent_tool_use_id"":null,""session_id"":""1bc568d1-5a5f-4314-b4be-00aca006f5e1"",""uuid"":""a2457a46-6df1-41ef-a0cf-67b9d626d47c""} {""type"":""assistant"",""message"":{""id"":""06561dfedd75a1b31cd74ef5b57f3712"",""type"":""message"",""role"":""assistant"",""content"":[{""type"":""text"",""text"":""The most likely untested failure mode is a **probe-result divergence under realistic prompt load**.\n\n## The failure: probe passes, real call fails\n\nThe bare availability probe at `src/profiles.ts:102-127` sends:\n```\n\""Return exactly: PROFILE_OK\"" // 26 bytes\n```\n\nBut the actual `cluster_consult` call at `src/clusterConsult.ts:93-98` does:\n```js\nclaude.runPromptWithOptions(buildClusterQuestionPrompt(input.question), {\n ...profilePromptOptions(profileSelection.selected),\n appendSystemPrompt: buildClusterSystemPrompt(loaded) // factsheet JSON — 5–15 KB for 10 facts\n})\n```\n\nThe probe never exercises `--append-system-prompt`. These code paths diverge:\n\n**`--bare` + `--append-system-prompt` auth path divergence** — `--bare` skips Claude Code's project auto-discovery. On some Claude versions, this routes through a lighter auth path that succeeds for short prompts but fails or rate-limits when the appended content is large structured JSON. The probe result (`bare.available = true`) is cached for the runtime lifetime (`src/runtime.ts:142-159`), so every subsequent `cluster_consult` silently uses a mode that may be partially broken.\n\n**Why it's likely**: The SPEC at `docs/CLUSTER_CACHE_SPEC.md:282-283` explicitly flags this as a known risk: *\""May fail on machines where `--bare` cannot authenticate.\""* But the test suite only probes with a trivial prompt — it never validates that bare works with the actual prompt shape used in production.\n\n## How to detect it\n\nAdd a smoke test that simulates realistic append prompt load:\n\n```js\n// In tests/profiles.test.ts or a new integration test\nit(\""bare probe result matches bare behavior with realistic append-system-prompt\"", async () => {\n const realClaude = new CliClaudeAdapter(config);\n \n // Probe — what the current code does\n const availability = await detectAvailableProfiles(realClaude, () => new Date());\n \n // Realistic call — what cluster_consult actually does\n const largeAppend = JSON.stringify({ facts: Array(10).fill({ id: \""test\"", claim: \""x\"", evidence: [] }) });\n const result = await realClaude.runPromptWithOptions(\""ping\"", {\n extraArgs: [\""--bare\"", \""--tools\"", \""\""],\n includeConfiguredExtraArgs: false,\n appendSystemPrompt: largeAppend\n });\n \n // If probe says bare is available but this throws or returns non-JSON,\n // we have a divergence\n expect(JSON.parse(result.result)).toBeDefined();\n});\n```\n\nAlternatively, log `bare_probe_failed` whenever a subsequent `cluster_consult` using bare fails with a parse or auth error, and correlate that against the probe's recorded `duration_ms` — if bare consults fail significantly more often than the probe-predicted bare availability rate, there's a divergence to investigate.""}],""model"":""MiniMax-M2.7"",""stop_reason"":null,""stop_sequence"":null,""usage"":{""input_tokens"":187,""output_tokens"":0,""cache_creation_input_tokens"":131073,""cache_read_input_tokens"":0},""service_tier"":""standard"",""context_management"":null},""parent_tool_use_id"":null,""session_id"":""1bc568d1-5a5f-4314-b4be-00aca006f5e1"",""uuid"":""4bad18f1-294e-41da-b331-68e951487a52""} {""type"":""result"",""subtype"":""error_max_budget_usd"",""duration_ms"":92944,""duration_api_ms"":0,""is_error"":true,""num_turns"":1,""stop_reason"":""end_turn"",""session_id"":""1bc568d1-5a5f-4314-b4be-00aca006f5e1"",""total_cost_usd"":0.84104125,""usage"":{""input_tokens"":0,""cache_creation_input_tokens"":0,""cache_read_input_tokens"":0,""output_tokens"":0,""server_tool_use"":{""web_search_requests"":0,""web_fetch_requests"":0},""service_tier"":""standard"",""cache_creation"":{""ephemeral_1h_input_tokens"":0,""ephemeral_5m_input_tokens"":0},""inference_geo"":"""",""iterations"":[],""speed"":""standard""},""modelUsage"":{""MiniMax-M2.7"":{""inputTokens"":187,""outputTokens"":836,""cacheReadInputTokens"":0,""cacheCreationInputTokens"":131073,""webSearchRequests"":0,""costUSD"":0.84104125,""contextWindow"":200000,""maxOutputTokens"":32000}},""permission_denials"":[],""fast_mode_state"":""off"",""uuid"":""ceb053bb-8b0e-430f-9ddb-f1606381cc76"",""errors"":[""Reached maximum budget ($0.75)""]}",0,"Invocation failed: claude exited 1: {""type"":""system"",""subtype"":""hook_started"",""hook_id"":""733fb53a-ea15-4d3f-9f66-13fcc08b7d67"",""hook_name"":""SessionStart:resume"",""hook_event"":""SessionStart"",""uuid"":""ba"
A1,A_factual,direct_resume,3,25703,129511,177,0.391956,,agent_readonly,,,,false,625,responses/direct_resume_A1_run3.txt,0,2560,0.6532599999999998,MiniMax-M2.7,1,,3,all clusters fields present
A2,A_factual,direct_resume,3,17255,2758,501,0.0546498,,agent_readonly,,,,false,1610,responses/direct_resume_A2_run3.txt,0,129536,0.09108300000000001,MiniMax-M2.7,1,,2,missing some cluster event types; matched 18/19
A3,A_factual,direct_resume,3,20766,3055,326,0.0529926,,agent_readonly,,,,false,1165,responses/direct_resume_A3_run3.txt,0,129792,0.088321,MiniMax-M2.7,1,,2,captures only part of caller-facing stale behavior; matched 4/6
A4,A_factual,direct_resume,3,9119,2850,84,0.0489204,,agent_readonly,,,,false,253,responses/direct_resume_A4_run3.txt,0,130368,0.08153400000000001,MiniMax-M2.7,1,,3,bare args identified
A5,A_factual,direct_resume,3,5303,2680,39,0.0478314,,agent_readonly,,,,false,99,responses/direct_resume_A5_run3.txt,0,130688,0.079719,MiniMax-M2.7,1,,3,default 30 identified
B1,B_reasoning,direct_resume,3,13520,2595,266,0.051039,,agent_readonly,,,,false,1053,responses/direct_resume_B1_run3.txt,0,130880,0.085065,MiniMax-M2.7,1,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,direct_resume,3,22522,2876,517,0.0556662,,agent_readonly,,,,false,1968,responses/direct_resume_B2_run3.txt,0,130944,0.092777,MiniMax-M2.7,1,,3,walks orphan recovery path
B3,B_reasoning,direct_resume,3,25675,3138,490,0.0561432,,agent_readonly,,,,false,1405,responses/direct_resume_B3_run3.txt,0,131264,0.093572,MiniMax-M2.7,1,,3,distinguishes all trust states and rejection condition
C1,C_open,direct_resume,3,24808,2953,569,0.0569652,,agent_readonly,,,,false,2526,responses/direct_resume_C1_run3.txt,0,131904,0.094942,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
C2,C_open,direct_resume,3,25370,3129,592,0.0579726,,agent_readonly,,,,false,2519,responses/direct_resume_C2_run3.txt,0,132352,0.096621,MiniMax-M2.7,1,,2,substantive but not fully structured or missing some project specificity
A1,A_factual,cluster_consult,1,4773,0,146,0.00219,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,227,responses/cluster_consult_A1_run1.txt,,,,,,,3,all clusters fields present
A2,A_factual,cluster_consult,1,8117,16143,200,0.051429,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,585,responses/cluster_consult_A2_run1.txt,,,,,,,3,all known cluster event types present
A3,A_factual,cluster_consult,1,26615,16143,584,0.057189,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,996,responses/cluster_consult_A3_run1.txt,,,,,,,3,"captures caller-facing stale handling, strict revalidation, and fallback"
A4,A_factual,cluster_consult,1,3457,16141,118,0.050193,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,66,responses/cluster_consult_A4_run1.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,1,4210,0,64,0.00096,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,110,responses/cluster_consult_A5_run1.txt,,,,,,,3,default 30 identified
B1,B_reasoning,cluster_consult,1,8082,0,296,0.00444,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,445,responses/cluster_consult_B1_run1.txt,,,,,,,3,explains verifier restriction and rationale for avoiding agent mode
B2,B_reasoning,cluster_consult,1,17969,0,833,0.012495,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1675,responses/cluster_consult_B2_run1.txt,,,,,,,2,partial orphan recovery path; matched 5/6; includes NOT IN CONTEXT caveat
B3,B_reasoning,cluster_consult,1,15142,16157,546,0.056661,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1046,responses/cluster_consult_B3_run1.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,1,68872,16144,709,0.059067,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1349,responses/cluster_consult_C1_run1.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,1,20921,16153,585,0.057234,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1834,responses/cluster_consult_C2_run1.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points; includes NOT IN CONTEXT caveat"
A1,A_factual,cluster_consult,2,3144,0,105,0.001575,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,227,responses/cluster_consult_A1_run2.txt,,,,,,,3,all clusters fields present
A2,A_factual,cluster_consult,2,9088,0,547,0.008205,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,583,responses/cluster_consult_A2_run2.txt,,,,,,,3,all known cluster event types present
A3,A_factual,cluster_consult,2,12209,16144,314,0.053142,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,609,responses/cluster_consult_A3_run2.txt,,,,,,,1,captures only part of caller-facing stale behavior; matched 3/6
A4,A_factual,cluster_consult,2,1865,16141,45,0.049098,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,70,responses/cluster_consult_A4_run2.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,2,5059,16147,260,0.052341,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,108,responses/cluster_consult_A5_run2.txt,,,,,,,3,default 30 identified
B1,B_reasoning,cluster_consult,2,13491,16148,260,0.052344,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,375,responses/cluster_consult_B1_run2.txt,,,,,,,2,mostly explains verifier restriction but misses some nuance
B2,B_reasoning,cluster_consult,2,16009,16160,772,0.06006,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1745,responses/cluster_consult_B2_run2.txt,,,,,,,3,walks orphan recovery path
B3,B_reasoning,cluster_consult,2,11421,0,469,0.007035,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,798,responses/cluster_consult_B3_run2.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,2,11871,16145,506,0.056025,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,870,responses/cluster_consult_C1_run2.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,2,24446,16152,301,0.052971,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,522,responses/cluster_consult_C2_run2.txt,,,,,,,2,substantive but not fully structured or missing some project specificity; includes NOT IN CONTEXT caveat
A1,A_factual,cluster_consult,3,5856,0,179,0.002685,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,220,responses/cluster_consult_A1_run3.txt,,,,,,,3,all clusters fields present
A2,A_factual,cluster_consult,3,10041,0,598,0.00897,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,762,responses/cluster_consult_A2_run3.txt,,,,,,,3,all known cluster event types present
A3,A_factual,cluster_consult,3,10780,0,621,0.009315,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1181,responses/cluster_consult_A3_run3.txt,,,,,,,3,"captures caller-facing stale handling, strict revalidation, and fallback"
A4,A_factual,cluster_consult,3,5362,16141,88,0.049743,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,66,responses/cluster_consult_A4_run3.txt,,,,,,,3,bare args identified
A5,A_factual,cluster_consult,3,14533,16146,216,0.051678,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,4,responses/cluster_consult_A5_run3.txt,,,,,,,3,default 30 identified
B1,B_reasoning,cluster_consult,3,5527,16148,313,0.053139,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,435,responses/cluster_consult_B1_run3.txt,,,,,,,2,mostly explains verifier restriction but misses some nuance
B2,B_reasoning,cluster_consult,3,23201,16159,771,0.060042,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1298,responses/cluster_consult_B2_run3.txt,,,,,,,3,walks orphan recovery path
B3,B_reasoning,cluster_consult,3,10842,0,431,0.006465,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1037,responses/cluster_consult_B3_run3.txt,,,,,,,3,distinguishes all trust states and rejection condition
C1,C_open,cluster_consult,3,15046,16145,491,0.0558,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,1301,responses/cluster_consult_C1_run3.txt,,,,,,,3,"specific, project-aware, and gives at least three concrete points"
C2,C_open,cluster_consult,3,36090,16152,363,0.053901,agentsessionrouter-codebase-reprepared-2026-05-15-full,bare,false,false,1,true,667,responses/cluster_consult_C2_run3.txt,,,,,,,2,substantive but not fully structured or missing some project specificity
